course_skill,best_esco,score
financial modeling,statistical modeling techniques,0.44
black-box testing techniques,writing techniques,0.44
diversification (finance),public finance,0.44
financial privacy regulations,maintain privacy,0.44
writing code in vhdl,writing techniques,0.44
customer churn rate,customer service,0.44
track conversion ratios,execute conversion testing,0.439
symptom management,risk management,0.439
video production,production processes,0.439
demand planning,media planning,0.439
software quality,quality standards,0.439
symptom assessment and management,assessment processes,0.439
internal control,internal auditing,0.439
threat profiling,conduct threat intelligence,0.438
sample testing,manage system testing,0.438
project valuation,project management,0.438
basic spreadsheet use,Visual Basic,0.438
growth strategy,strive for company growth,0.438
sagemaker training jobs,develop training programmes,0.438
business modeling,statistical modeling techniques,0.438
tabular records,keep task records,0.438
constitution,constitutional law,0.437
melody,match lyrics to mood of melody,0.437
monetization strategy,publishing strategy,0.437
healthcare quality,comply with quality standards related to healthcare practice,0.437
payment technology,computer technology,0.437
product design interview,interview techniques,0.437
cluster sampling,organise retail sampling events,0.437
music recording,study music,0.436
coding best practices,system backup best practice,0.436
project execution,ensure sentence execution,0.436
spring data,manage data,0.436
identity and access management fundamentals,digital identity management,0.436
resource and capacity optimization,plan ICT capacity,0.436
spring data jpa,manage data,0.436
assembly languages,Assembly (computer programming),0.436
sustaining engagement,apply customer engagement strategy,0.436
operations management,maintenance operations,0.436
growth strategies,strive for company growth,0.436
creative writing,writing techniques,0.436
advanced vizualisation,OpenEdge Advanced Business Language,0.435
nist cybersecurity framework,handle cybersecurity incidents,0.435
entity–relationship (e-r) model,relationship marketing,0.435
international transfers of personal data,record customers' personal data,0.435
clinical data management,clinical reports,0.435
aurally identify musical intervals,musical theory,0.435
2. develop a successful change management team and define roles and responsibilities,apply change management,0.435
create and manage presentations,conduct public presentations,0.435
product strategy business context,business strategy concepts,0.435
python function definition,Python (computer programming),0.435
cybersecurity business context,handle cybersecurity incidents,0.435
performance management,monitor system performance,0.434
data anonymization,manage data,0.434
organizational strategy,publishing strategy,0.434
saving,instruct on energy saving technologies,0.434
portfolio preparation,develop investment portfolio,0.434
performance measurement,use measurement instruments,0.434
synthetic collateralised debt obligation (cdo),debt systems,0.434
wireless security,cyber security,0.434
virtual memory,implement a virtual private network,0.434
positive personality,theories of personality,0.433
stakeholder analysis,market analysis,0.433
product iteration planning,media planning,0.433
audio production,production processes,0.433
model-view-controller,program a CNC controller,0.433
financial planning (business),media planning,0.433
mechanical design,system design,0.433
a* search algorithm,search databases,0.433
organizational skill gap analysis,market analysis,0.433
search algorithm,search databases,0.433
creating a culture,advise on organisational culture,0.432
azure event grid,carry out event management,0.432
task estimation,task algorithmisation,0.432
psychosocial support,support managers,0.432
problem validation,ICT problem management techniques,0.432
point cloud data,manage cloud data and storage,0.432
design management,risk management,0.432
experimental design,system design,0.432
python data structures,Python (computer programming),0.432
earned value management (evmt),value properties,0.432
testing in python,Python (computer programming),0.431
information assurance,quality assurance methodologies,0.431
performance attribution,monitor system performance,0.431
energy audits,wind energy,0.431
maximizing productive team cultures,study cultures,0.431
portfolio construction,develop investment portfolio,0.431
distribution strategies,review distribution management procedures,0.431
reacting productively to conflicts,monitor political conflicts,0.431
identify capital resources,manage resources,0.431
c++ data types,types of media,0.43
statistical data bias detection,fraud detection,0.43
change control,apply change management,0.43
capabilities analysis,market analysis,0.43
python string methods,Python (computer programming),0.43
automated testing,develop automated migration methods,0.43
technical literacy,have computer literacy,0.43
hospital management,risk management,0.43
technical feasibility evaluation,execute feasibility study,0.429
project selection techniques,project management,0.429
react (web framework),develop an artistic framework,0.429
search marketing,marketing management,0.429
css code,conduct ICT code review,0.429
bitcoin core,core banking software,0.429
long short term memory (lstm),plan medium to long term objectives,0.429
business continuity,contribute to continuity of health care,0.429
inversion of control,control of expenses,0.429
foreign keys,foreign affairs,0.429
python scripting,use scripting programming,0.428
model debugging and evaluation,ICT debugging tools,0.428
trust in relationships,build business relationships,0.427
apis for trade finance,public finance,0.427
sql query performance tuning,query languages,0.427
describe ai workloads and considerations,describe scenes,0.427
product research,market research,0.427
query performance tuning,query languages,0.427
agregasi data,manage data,0.427
brand equity,perform brand analysis,0.427
service discovery,customer service,0.427
algorithmes et techniques de chiffrement,writing techniques,0.427
api fluency testing,manage system testing,0.427
decision theory,decision support systems,0.427
career development,provide career counselling,0.426
master data management,master language rules,0.426
determine your leadership style,leadership principles,0.426
bond analysis,monitor bond market,0.426
autonomous vehicle fluency,maintain vehicle records,0.426
sales management,risk management,0.426
java annotations,Java (computer programming),0.425
workbook automation,tools for ICT test automation,0.425
physical controls,define database physical structure,0.425
trust maturity model,build trust,0.425
text analysis,market analysis,0.425
legal liability,legal research,0.425
represent data visually,represent the organisation,0.425
blockchains,blockchain,0.425
data reporting,cloud monitoring and reporting,0.425
functional testing,perform educational testing,0.425
healthcare privacy regulations,maintain privacy,0.425
vector space models,data models,0.425
customer acquisition cost,study acquisition of language,0.425
test environments,manage ICT virtualisation environments,0.425
fx case study,study music,0.425
web design,web services,0.425
case study,study music,0.425
server hardening strategy,publishing strategy,0.424
map analysis,market analysis,0.424
valuation (finance),perform stock valuation,0.424
psychological issues,psychological concepts,0.424
sports marketing,marketing management,0.424
healthcare marketing,healthcare analytics,0.424
live coding,give live presentation,0.424
risk mitigation,risk management,0.424
markov decision processes,manage processes,0.424
tensorflow object detection api,fraud detection,0.424
data validation,manage data,0.424
prepare data,prepare speeches,0.424
analyse de donnees,analyse legislation,0.423
instructional design,system design,0.423
core data,core banking software,0.423
robotic process automation,tools for ICT test automation,0.423
programmable logic design,design process,0.423
familiarise with the elements of a research report,familiarise with personal directing styles,0.423
virus,implement anti-virus software,0.423
continuous random variables,continuous improvement philosophies,0.422
email writing,execute email marketing,0.422
analysis of variance (anova),market analysis,0.422
content calendars,compile content,0.422
building customer loyalty,building information modelling,0.422
google cloud platform,cloud technologies,0.422
cloud solution evaluation,plan evaluation,0.422
material design,create advocacy material,0.422
speech,preserve meaning of original speech,0.422
utm codes,assign codes to product items,0.422
guerilla design sprints,system design,0.422
writing defect reports,writing techniques,0.422
new product development,handle requests for new product items,0.422
sessions and cookies,perform therapy sessions,0.422
cybersecurity training strategies,handle cybersecurity incidents,0.421
audio processing,audio editing software,0.421
multi-task learning,machine learning,0.421
analisis data,manage data,0.421
functional programming concepts,computer programming,0.421
drug discovery,drug interaction management,0.421
amazon elastic compute cloud,cloud technologies,0.421
image transformations,image recognition,0.421
dashboard (business),business processes,0.421
stakeholder management,risk management,0.421
value at risk (var),value properties,0.421
sales operations,maintenance operations,0.42
building teams,building information modelling,0.42
project risk mitigation,project management,0.42
script writing,writing techniques,0.42
self-coaching,develop a coaching style,0.42
english language teaching,academic English,0.42
ml deployment challenges,solution deployment,0.42
2d image transforms,image recognition,0.419
sentiment with neural nets,artificial neural networks,0.419
brand engagement,apply customer engagement strategy,0.419
applying vision,develop computer vision system,0.419
sound design,edit recorded sound,0.419
azure cognitive search queries,cognitive psychology,0.419
go-to-market strategy,plan marketing strategy,0.419
breach (security exploit),identify policy breach,0.419
applied creativity,stimulate creativity in the team,0.419
cloud management,cloud technologies,0.419
python trees,Python (computer programming),0.418
3d fashion design,system design,0.418
pengumpulan data,manage data,0.418
technical debt management,debt systems,0.418
facilitating group meetings,fix meetings,0.418
object motion models,data models,0.418
concept art,blockchain concept application,0.418
spring support for jpa,support managers,0.418
python data types,Python (computer programming),0.418
replicating strategy,publishing strategy,0.418
python package management,Python (computer programming),0.418
practical applications,blockchain applications,0.417
connect to and consume azure services and third-party services,manage third-party logistics providers,0.417
markov chain monte carlo (mcmc),supply chain management,0.417
custom and exotic models with functional api,data models,0.417
relational data,operate relational database management system,0.417
cost-based pricing,prepare cost-plus pricing models,0.417
evaluate projects on a portfolio basis the economic attractiveness of various abatement projects,cultural projects,0.416
product design,design process,0.416
algorithm design,system design,0.416
multivariate testing,manage system testing,0.416
intelligent systems,systems theory,0.416
strategy formulation,information security strategy,0.416
social emotional,test for emotional patterns,0.416
video processing,perform video editing,0.416
advance care planning,involve service users and carers in care planning,0.416
marketing performance,marketing management,0.415
data loss prevention,organise relapse prevention,0.415
child privacy regulations,maintain privacy,0.415
alexa skill creation,digital content creation,0.415
describe the apps and services available in a microsoft 365 subscription,identify available services,0.415
business model,business process modelling,0.415
reinforcement learning trading algo development,machine learning,0.415
production environments,manage ICT virtualisation environments,0.415
data wrangling,manage data,0.415
health law,public health,0.414
spreadsheet functions,direct logistical functions,0.414
product release planning,media planning,0.414
product/market fit,ICT market,0.414
immutable data types,types of media,0.414
risk treatment,clinical psychological treatment,0.414
real analysis,market analysis,0.414
transformation matrix,"data extraction, transformation and loading tools",0.414
parsing form data,manage data,0.414
trade finance management,public finance,0.414
cloud observability,cloud technologies,0.413
non-fiction writing,writing techniques,0.413
performance and optimization,analyse network configuration and performance,0.413
user journey maps,create risk maps,0.413
continuous integration,ICT system integration,0.413
positive education,education law,0.413
virtual coaching,develop a coaching style,0.413
task management,keep task records,0.413
generative adversarial networks,design cloud networks,0.413
production-ready assets,production processes,0.412
1. understand the meaning of organizational change management and what leaders need to understand regarding the reasons for change,apply change management,0.412
security devices,protect ICT devices,0.412
cloud hosting,manage email hosting service,0.412
microservices security,cyber security,0.412
long short-term memory (istm),plan medium to long term objectives,0.412
directory service,customer service,0.412
mutual funds,decide on providing funds,0.412
lean methods,check methods,0.412
product design principles,marketing principles,0.412
managing linux file systems,systems theory,0.412
basic python syntax,Visual Basic,0.412
conditional generation,develop revenue generation strategies,0.411
customer lifetime value,value properties,0.411
import data,international import export regulations,0.411
app behaviors and automation,tools for ICT test automation,0.411
aurally identify chords,identify suppliers,0.411
virtual machine,machine learning,0.411
data aggregation,manage data,0.411
espresso testing framework,develop an artistic framework,0.41
performance techniques,audit techniques,0.41
missing data,manage data,0.41
3d printing,3D lighting,0.41
product validation,product comprehension,0.41
community engagement,community education,0.41
azure cognitive search data import,cognitive psychology,0.41
information technology planning,computer technology,0.41
random sample consensus (ransac),blockchain consensus mechanisms,0.409
improved symptom management,risk management,0.409
working with sqlite,psychological measures in working with other health care professionals,0.409
email automation,tools for ICT test automation,0.409
people skills,own management skills,0.409
azure ml sdk,ML (computer programming),0.408
saving money,instruct on energy saving technologies,0.408
drug regulations,state aid regulations,0.408
projektmanagement,project management,0.408
and column charts,interpret pedigree charts,0.408
creative skills,own management skills,0.408
income statement,sign income tax returns,0.408
finance and accounting skills and knowledge,accounting,0.408
patient care,handle patient trauma,0.408
health insurance portability and accountability act (hipaa),accept own accountability,0.408
flow network,network marketing,0.407
software development automation,oversee development of software,0.407
live looping,give live presentation,0.407
immutable data,manage data,0.407
cross-site scripting forgery (csrf),use scripting programming,0.407
salesforce sales cloud,sales strategies,0.407
address mechanics,address identified risks,0.406
game design document,game theory,0.406
diversity (business),business processes,0.406
basic programming language,Visual Basic,0.406
product management,risk management,0.406
constraint satisfaction problems,guarantee customer satisfaction,0.406
redaction for data minimization,manage keys for data protection,0.406
focus group,adapt teaching to target group,0.406
data pipelines,manage data,0.405
baum-welch algorithm,algorithms,0.405
tactics,operational tactics for emergency responses,0.405
shopping for and storing produce with sustainability in mind,sustainability consulting,0.405
data serialization,manage data,0.404
asking questions,pose questions referring to documents,0.404
network model,network marketing,0.404
python data type,Python (computer programming),0.404
behavioral health,public health,0.404
obfuscation for data minimization,use software for data preservation,0.404
metamask client,ensure client orientation,0.404
binary data,manage data,0.404
differentiate the traits that make up a good prospect from those of a bad prospect,prospect new customers,0.404
basic time series analysis,Visual Basic,0.403
version control,oversee quality control,0.403
java tools,Java (computer programming),0.403
future value,value properties,0.403
vulnerability management,risk management,0.403
reflect on the development of the research proposal,assess the development of youth,0.402
data pipeline dags,manage data,0.402
pembersihan data,manage data,0.402
technical support,technical drawings,0.402
data calculations,execute analytical mathematical calculations,0.402
food marketing,marketing management,0.402
command line tools,industrial tools,0.401
vision alignment,develop computer vision system,0.401
establish business partnerships,establish data processes,0.401
research and development (r&d),social development,0.401
data staging,manage data,0.401
data augmentation,manage data,0.401
data pipeline design,system design,0.401
visual studio code,Visual Basic,0.401
accessible user experience design,create prototype of user experience solutions,0.4
data ingestion,manage data,0.4
credit analysis,market analysis,0.4
time value of money,value properties,0.4
automated path planning,develop automated migration methods,0.4
display and video advertising strategy,advertising techniques,0.4
security vulnerabilities and treatments,distributed ledger technologies vulnerabilities,0.4
denial-of-service attack (dos),attack vectors,0.4
product backlogs,product comprehension,0.4
data cleaning,perform data cleansing,0.4
health records,maintain financial records,0.4
etl & data pipelines,manage data,0.4
many-to-many data modeling,statistical modeling techniques,0.4
data scraping,manage data,0.4
cloud cost optimization,cost management,0.4
understand the requirements of a battery-management system,meet the requirements of legal bodies,0.4
spreadsheet management,risk management,0.4
data schemas,manage data,0.399
viterbi algorithm,algorithms,0.399
sourcing best practices,system backup best practice,0.399
express web framework,develop an artistic framework,0.399
writing test plans,writing techniques,0.399
bond valuation,perform stock valuation,0.399
site reliability engineering business context,data engineering,0.399
root-finding,root cause analysis,0.399
optimal trading,select optimal distribution channel,0.398
decision trees,decision support systems,0.398
animated data visualizations,data visualisation software,0.398
electric vehicles,advise customers on motor vehicles,0.398
run experiments and train models,data models,0.398
project scoping and design,project management,0.398
continuous integration and continuous deployment (ci/cd),continuous improvement philosophies,0.398
support vector machines,support managers,0.398
read lead sheets,lead a team,0.398
cybersecurity performance measurement,handle cybersecurity incidents,0.398
principal component analysis,acquire system component,0.398
principal component analysis (pca),acquire system component,0.398
tableau data pane,manage data,0.397
professional skills,own management skills,0.397
describe an analytics workload on azure,forecast workload,0.397
model training and deployment with bert,solution deployment,0.397
develop team culture,manage a team,0.397
cost estimation techniques,cost management,0.397
cloud load balancing,cloud technologies,0.397
use ui component libraries to build android ui,software components libraries,0.397
basic knowledge of microsoft excel,Microsoft Visual C++,0.396
summary measures,psychological treatment measures,0.396
present and quantify solutions to a prospect,create solutions to problems,0.396
java class library,Java (computer programming),0.396
basic cybersecurity implementation,handle cybersecurity incidents,0.396
networking/cybersecurity essentials,handle cybersecurity incidents,0.396
facilitate psychological safety,ICT safety,0.396
decentralized storage protocol,decentralized application frameworks,0.396
biostatistics,statistics,0.396
organizational transformation,"data extraction, transformation and loading tools",0.396
multi-screen app design,screen clients,0.395
basic programming concepts,Visual Basic,0.395
java testing,Java (computer programming),0.395
google maps in android development,create risk maps,0.395
stakeholder-management,risk management,0.395
describe core data concepts,describe scenes,0.395
advertising effectiveness evaluation,advertising techniques,0.395
presentation skills,give live presentation,0.395
understand the fundamentals of the sales process,understand the emotional dimension of a performance,0.395
develop azure compute solutions,create solutions to problems,0.395
trial design,advise on trial strategies,0.395
zero trust security model,build trust,0.394
social network analysis,network marketing,0.394
physical examination,define database physical structure,0.394
model training,analyse the training market,0.394
data deserialization,manage data,0.394
python functions,Python (computer programming),0.394
sample-based path planning,media planning,0.394
data privacy best practices,maintain privacy,0.394
react component state,acquire system component,0.393
data querying,manage data,0.393
design equivalent-circuit models for lithium-ion battery cells,data models,0.393
emotional engagement,apply customer engagement strategy,0.393
demand management,forecast occupancy demand,0.393
sensitive data tracking,secure sensitive customer's information,0.393
it customer support,customer service,0.392
data fluency,manage data,0.392
drone flight control,control of expenses,0.392
fetching data,manage data,0.392
video game design,game theory,0.392
design of experiments,system design,0.392
treatment effect estimation,clinical psychological treatment,0.392
retail management,organise retail sampling events,0.392
product scaling,product comprehension,0.391
real-world projects,cultural projects,0.391
create react app,create media plan,0.391
ai for 2d medical imaging,apply 3D imaging techniques,0.391
execution environments,ensure sentence execution,0.391
tiktok video creation,perform video editing,0.391
introduction to python for cybersecurity,handle cybersecurity incidents,0.39
computational creativity,stimulate creativity in the team,0.39
payment processing,signal processing,0.39
controllable generation,develop revenue generation strategies,0.39
distributed model training with sagemaker,distributed computing,0.39
statistical hypothesis testing,develop statistical software,0.39
customer willingness to pay,customer service,0.389
propensity score matching,consult credit score,0.389
run-time analysis,market analysis,0.389
information technology (it) management,computer technology,0.389
web-based training,web based collaborative platforms,0.389
data pipeline creation,digital content creation,0.389
model monitoring,cloud monitoring and reporting,0.389
design pattern fundamentals,blockchain design patterns,0.389
conceptual erds,understand the conceptual dimension of a live performance,0.389
writing code in verilog,writing techniques,0.389
learn to assess how climate change impacts financial portfolios and and how to manage climate risk in equity portfolios,review investment portfolios,0.389
mechanics of futures market,ICT market,0.389
features and boundaries,demonstrate products' features,0.388
integrative care,palliative care,0.388
confluent kafka python client,Python (computer programming),0.388
google app engine (gae),conduct search engine optimisation,0.388
base address,address identified risks,0.388
power bi report customization,report on grants,0.388
computed aided design,use computer-aided translation,0.388
data transmission,manage data,0.388
competitive analysis and benchmark,market analysis,0.388
threat modeling,statistical modeling techniques,0.387
video pre-production,production processes,0.387
set up a social media experience for a business,social media management,0.387
quality measures,quality standards,0.387
regional privacy regulations,maintain privacy,0.387
venture capital financing,capital goods industry,0.387
spreadsheet,use spreadsheets software,0.386
data storytelling,manage data,0.386
exchange traded funds (etfs),manage standards for data exchange,0.386
locality-sensitive hashing,secure sensitive customer's information,0.386
process definition document,document evidence,0.386
azure data factory,manage data,0.386
identify and formulate the research needs,identify ICT user needs,0.386
audio recording,audio editing software,0.386
service client,ensure client orientation,0.386
learn how to managing climate risk in equity portfolios,review investment portfolios,0.386
backup strategy,system backup best practice,0.385
long-term liabilities and note payable,plan medium to long term objectives,0.385
advanced data visualizations,OpenEdge Advanced Business Language,0.385
back-end development,social development,0.385
data consumers,manage data,0.385
social activism,social development,0.385
web forms,web services,0.384
control systems,control of expenses,0.384
gated recurrent unit (gru),manage a social work unit,0.384
sales and operations planning,media planning,0.384
data encryption,manage data,0.384
python exception handling,Python (computer programming),0.384
part of speech tagging,preserve meaning of original speech,0.384
statistical sampling,develop statistical software,0.384
text pre-processing,signal processing,0.384
privacy by design framework,maintain privacy,0.383
image generation,develop revenue generation strategies,0.383
dynamic search ads,search engines,0.383
optical system specification,system design,0.383
processing payments,signal processing,0.383
compensation and benefits,calculate compensation payments,0.382
question answering systems,systems theory,0.382
medical conditions,medical studies,0.382
external service integration,ICT system integration,0.382
trees (data structures),create semantic trees,0.382
no-code application development,social development,0.381
container vulnerability management,risk management,0.381
cross-functional collaboration,digital communication and collaboration,0.381
automated planning heuristics,develop automated migration methods,0.381
resume preparation,attend to detail in preparation for audits,0.381
american law & policy,policy analysis,0.381
foreign exchange market (forex),manage standards for data exchange,0.381
calculate operational risk capital,calculate tax,0.381
issue trees,create semantic trees,0.38
managing your own personal invetsments,personal development,0.38
azure key vault,key risk indicators,0.38
google data studio,manage data,0.38
data preparation,attend to detail in preparation for audits,0.38
data replication,manage data,0.38
test case,apply case management,0.38
greedy algorithm,algorithms,0.38
cloud patch management,cloud technologies,0.38
object binding,object-oriented modelling,0.38
clinical trial management,clinical reports,0.379
environment modeling,statistical modeling techniques,0.379
model bias analysis,market analysis,0.379
goals of care/acp,identify with the company's goals,0.379
video game development,game theory,0.379
time management,risk management,0.379
cloud cost policies,cost management,0.379
access management,risk management,0.378
standard template library,read standard blueprints,0.378
data parallelism,manage data,0.378
object clustering,object-oriented modelling,0.378
simple algorithm,algorithms,0.377
cash flow analysis,market analysis,0.377
it fundamentals,fundamental analysis,0.377
clinical trial design,clinical reports,0.377
knuth–morris–pratt (kmp) algorithm,algorithms,0.377
service level agreements,develop licensing agreements,0.377
medical and healthcare regulations and standards,apply health and safety standards,0.376
integrated marketing communications,develop communications strategies,0.376
ai business context,business analysis,0.376
type class,adapt to type of media,0.376
program management,reconstruct program theory,0.376
reinforcement learning trading strategy development,machine learning,0.376
create and customize the user experience of an app using appsheet views and branding,create prototype of user experience solutions,0.376
pharmacology,psychopharmacology,0.375
data definition,manage data,0.375
product prototyping,product comprehension,0.375
filtering text files,proofread text,0.374
collecting data with a hypothesis,collect ICT data,0.374
discovery-driven planning,media planning,0.374
build a data model,build trust,0.373
mental illness,educate on the prevention of illness,0.373
data loading with sagemaker,"data extraction, transformation and loading tools",0.373
supportive care,palliative care,0.373
azure resource groups,human resource management,0.373
different approaches to custody,speak different languages,0.373
standard score,consult credit score,0.373
create arrays,create media plan,0.373
text processing in python,Python (computer programming),0.373
data visualization design,data visualisation software,0.373
dental healthcare organization operations,healthcare administration,0.373
word2vec text summarization,proofread text,0.373
basic python data structures,Visual Basic,0.373
petri net,ASP.NET,0.372
service level objectives,curriculum objectives,0.372
business hypothesis testing,business analysis,0.372
product strategy,publishing strategy,0.372
solution design and implementation,solution deployment,0.372
news reporting,cloud monitoring and reporting,0.372
analyze and model losses in magnetic components,blockchain components,0.372
dashboards and charts,interpret pedigree charts,0.372
multi-agent training,analyse the training market,0.372
healthcare delivery systems,analyse processes influencing health care delivery,0.371
unfair labor practices,implement policy in healthcare practices,0.371
retail strategy,organise retail sampling events,0.371
option risks,identify ICT security risks,0.371
computer security incident management,create incident reports,0.371
built-in python functions,Python (computer programming),0.37
medical imaging basics,apply 3D imaging techniques,0.37
ransac algorithm,algorithms,0.37
business transformation,"data extraction, transformation and loading tools",0.37
cloud-hosted notebooks,cloud technologies,0.37
business cycle,business analysis,0.37
write a co-writing agreement,writing techniques,0.37
application authentication and authorization,application usability,0.369
agile product management,risk management,0.368
ethical design and production,production processes,0.368
markov random field,monitor developments in field of expertise,0.368
categorical data visualization,data visualisation software,0.368
set up advertising on facebook and instagram,advertising techniques,0.368
proofreading,proofread text,0.368
create space for deib,buy advertising space,0.367
brand and product management,manage brand assets,0.367
american law,public law,0.367
assessing regulatory risk,ensure products meet regulatory requirements,0.367
product storyboarding,product comprehension,0.366
attract and retain a diverse team of employees,train employees,0.366
independent component analysis,acquire system component,0.366
active listening,carry out active selling,0.366
data versioning,manage data,0.365
social listening,social development,0.365
java package management,Java (computer programming),0.365
reinforcement learning model development,machine learning,0.365
leading a diverse workforce,reach out to diverse youth,0.365
using video meetings to communicate,fix meetings,0.365
cloud computing business context,scientific computing,0.364
exception handling,manage the handling of promotional materials,0.364
application monitoring with azure,cloud monitoring and reporting,0.364
data integrity (integritas data),integrate ICT data,0.364
variable scope,define evaluation objectives and scope,0.364
presenting data insights,manage data,0.364
active contours,carry out active selling,0.364
digital transformation,digital media,0.363
automating system administration tasks with python,education administration,0.363
data virtualization,manage data,0.363
manage the development and use of different research instruments,use measurement instruments,0.363
object tracking,object-oriented modelling,0.363
aws certification preparation,apply certification and payment procedures,0.362
publish–subscribe pattern,publish academic research,0.362
global financial crisis,manage social crisis,0.362
stochastic policy gradients reinforce algorithm,reinforce positive behaviour,0.362
streaming data stores,manage data,0.362
behavior-driven development,social development,0.362
secure a kubernetes environment,provide a psychotherapeutic environment,0.361
écriture commerciale,commercial law,0.361
java data types,Java (computer programming),0.361
aplikasi spreadsheet,use spreadsheets software,0.361
designing a stress test,tolerate stress,0.361
fulfillment and delivery,analyse processes influencing health care delivery,0.361
feature engineering and feature store,data engineering,0.36
promote effective communication for both individuals and group members,communication,0.36
python best practices,system backup best practice,0.36
data streaming schemas,manage data,0.36
product roadmaps,product comprehension,0.36
test-driven development,social development,0.36
remote work,supervise work,0.36
object localization,object-oriented modelling,0.36
understand how lithium-ion battery cells work and basic requirements of battery-management systems,management systems standards,0.36
sorting algorithm,algorithms,0.36
parallel algorithm,algorithms,0.36
advice for model development,social development,0.359
experience with video production is helpful,use experience map,0.359
world health organization analysis,provide health psychological analysis,0.359
level design,system design,0.359
sample preparation,attend to detail in preparation for audits,0.359
risikomanagement,risk management,0.359
understand the capabilities of the appsheet no-code app development platform,understand the emotional dimension of a performance,0.359
collaborative working environment,establish collaborative relations,0.358
recording observations,incidents and accidents recording,0.358
q-learning using financial problems,machine learning,0.358
promotion and marketing communications,develop communications strategies,0.358
recording in studio,incidents and accidents recording,0.358
applying moderation and variety to your meals,online moderation techniques,0.358
incident response planning,create incident reports,0.358
use social selling tactics to connect and engage with prospects,engage with offenders,0.358
understand operational risk scenario analysis,perform risk analysis,0.357
motor design,system design,0.357
google compute engine,conduct search engine optimisation,0.357
astrobiology,biology,0.357
product goals,identify with the company's goals,0.357
neural machine translation,machine learning,0.357
cloud performance management,monitor system performance,0.356
executive presence,expand store regional presence,0.356
cross-functional team dynamics,manage a team,0.356
spring data repositories,manage data,0.356
control flow in python,Python (computer programming),0.356
input actions automation,tools for ICT test automation,0.356
distributed model training and hyperparameter tuning,distributed computing,0.356
building future leaders,building information modelling,0.355
ibm new collar,create new concepts,0.355
program evaluation and review technique (pert),plan evaluation,0.355
hypothesis-driven development,social development,0.355
use snapchat ad manager to set up and optimize snapads,set up cameras,0.355
c++11,C++,0.354
c/c++,C++,0.354
understand the fundamentals of magnetic components including inductors and transformers,understand the emotional dimension of a performance,0.354
project valuation: npv irr and payback period,perform stock valuation,0.354
film and televison writing,writing techniques,0.354
google ads,online ads campaign techniques,0.354
portfolio construction and analysis,develop investment portfolio,0.353
handling objections,manage the handling of promotional materials,0.353
test preparation,attend to detail in preparation for audits,0.352
model selection validation improvement,provide improvement strategies,0.352
medical code sets,create data sets,0.352
leading teams,liaise with logistics management teams,0.352
responsive web design,web services,0.352
randomized algorithm,algorithms,0.352
azure ml user management,risk management,0.352
channel and direct-to-consumer pricing,channel marketing,0.352
payment systems,apply certification and payment procedures,0.351
active defense,carry out active selling,0.351
power & energy calculations,wind energy,0.351
cloud hardening strategy,cloud technologies,0.351
design de experiência do usuário (uxd),design customer experiences,0.35
understanding of testing theory,systems theory,0.35
setting financial goals,identify with the company's goals,0.35
automated planning and scheduling,develop automated migration methods,0.35
build a personal brand on linkedin,personal development,0.35
establish coaching agreements,establish data processes,0.349
describe how to work with relational data on azure,describe scenes,0.349
product design sprints,design process,0.349
understand common data distributions and types of variables,types of media,0.349
target personas,work with different target groups,0.349
establish needs and problems that needs solutions for a prospect,create solutions to problems,0.349
binary code,develop code exploits,0.349
visualizing data with altair,data visualisation software,0.348
it service management (itsm),risk management,0.348
human-centered coaching,develop a coaching style,0.348
cartography,photography,0.348
user authentication,authenticate documents,0.348
application development best practices,system backup best practice,0.348
onboarding preparation,attend to detail in preparation for audits,0.347
cost savings and performance improvements,analyse network configuration and performance,0.347
control flow,control of expenses,0.347
search text ads,search engines,0.347
quadrotor control systems,oversee quality control,0.347
access control matrices,enable access to services,0.347
goals and rewards,identify with the company's goals,0.347
explain the process and benefits of following up with a proscpect after a sales call,execute after sales activities,0.346
basic skills in exploring and communicating data,apply technical communication skills,0.346
demand and supply planning,media planning,0.346
understand how customers think and progress through their decision process to make purchasing decisions,make legal decisions,0.346
azure ml pipelines,ML (computer programming),0.346
management styles,risk management,0.345
mechanics and risks of decentralized exchange,decentralized application frameworks,0.345
normalization,normalise data,0.345
c++ polymorphism,C++,0.345
digital transformation in fashion,"data extraction, transformation and loading tools",0.345
simple model for market dynamics,formulate a case conceptualisation model for therapy,0.344
understand how high performing sales people approach sales,sales strategies,0.344
brainstorming,brainstorm ideas,0.344
marketing by medium,marketing management,0.343
continuous delivery,continuous improvement philosophies,0.343
image caption generation,develop revenue generation strategies,0.343
leading and managing change in organisation,apply change management,0.343
pharmacy healthcare organization operations,healthcare administration,0.343
such as investigating and communicating raw data to understand the columns of the data and their meaning,support patients to understand their conditions,0.343
active vs. passive investing,carry out active selling,0.342
organisationskultur,advise on organisational culture,0.342
supply and demand,forecast occupancy demand,0.342
engaging teams,liaise with logistics management teams,0.341
5. evaluate the results and outcomes of change through kpi analysis,report analysis results,0.341
iterative product design,design process,0.341
long-short term memory networks,plan medium to long term objectives,0.341
scale space,buy advertising space,0.341
power bi report design,system design,0.341
asking effective questions,pose questions referring to documents,0.341
cash flow,build contacts to maintain news flow,0.341
bank reconciliations,manage corporate bank accounts,0.34
time series,quality and cycle time optimisation,0.34
transaction costs-modeling,statistical modeling techniques,0.34
understand the purpose and importance of developing a team culture,understand the emotional dimension of a performance,0.34
compete on the internal market,internal auditing,0.34
